i,lpips,bnorm,bnorm_expr,bnorm_eye,head_norm,arcface_cos,render_bs_valid,driving_bs_valid
45,0.2531663179397583,0.8887597918510437,0.8073437809944153,0.37160468101501465,0.31392061710357666,0.6775976419448853,False,False
46,0.3019099533557892,0.7293031811714172,0.6651191115379333,0.2991650402545929,0.398480623960495,0.593372642993927,False,False
47,0.33495837450027466,0.6958351731300354,0.6910834312438965,0.08118024468421936,0.4976559281349182,0.5793375968933105,False,False
48,0.3633701801300049,0.7668451070785522,0.7639828324317932,0.06619340926408768,0.6061767935752869,0.5047576427459717,False,False
49,0.3734138607978821,0.7989029288291931,0.7932119965553284,0.09518665820360184,0.6638287305831909,0.479953795671463,False,False
50,0.37688425183296204,0.7968679070472717,0.7912909984588623,0.09411157667636871,0.6664283871650696,0.4718460738658905,False,False
51,0.37939539551734924,0.7875087857246399,0.7848703861236572,0.0644087940454483,0.6557904481887817,0.47649532556533813,False,False
52,0.38056182861328125,0.8074470162391663,0.8060677647590637,0.04717477038502693,0.6540191769599915,0.48320716619491577,False,False
53,0.38002854585647583,0.8244346380233765,0.8231448531150818,0.04609723016619682,0.6581124067306519,0.46940499544143677,False,False
54,0.3794708251953125,0.8332048058509827,0.8327264785766602,0.02822771854698658,0.6456828713417053,0.4676903188228607,False,False
55,0.3740294575691223,0.7914072871208191,0.7885590195655823,0.06708281487226486,0.6233643293380737,0.4886646866798401,False,False
56,0.36438804864883423,0.7541305422782898,0.7332632541656494,0.17617566883563995,0.5590598583221436,0.47253090143203735,False,False
57,0.3415285646915436,0.7811808586120605,0.7371493577957153,0.25856223702430725,0.43799325823783875,0.5265651345252991,False,False
58,0.3086622655391693,0.9255957007408142,0.8476522564888,0.3717702627182007,0.3413375914096832,0.566684365272522,False,False
59,0.1924588978290558,0.690617024898529,0.6358973383903503,0.2694186866283417,0.14558646082878113,0.7247178554534912,False,False
