set,render,id_idx,mp_detected,iod_over_facew,eye_vpos,lower_face_ratio,bs_jawOpen,bs_eyeBlink,bs_mean_abs,arc_detected,arc_anchor_ok,arc_cosine
refs_v3,id_11_seed46707008.png,11,True,0.5076283476462955,0.39580398329029093,0.18251931739897798,0.0008238745504058897,0.0015731912571936846,0.0909505416265338,True,True,0.17203718423843384
refs_v3,id_12_seed41668613.png,12,True,0.5300319850242003,0.4165666924476736,0.16457662762024128,0.0005471367621794343,0.001967992662684992,0.12020278155789668,True,True,0.23630356788635254
refs_v3,id_12_seed48972247.png,12,True,0.4935192381249435,0.3899752594799889,0.15466230781573584,0.0013243634020909667,0.0008973113872343674,0.10311133715167209,True,True,0.3182647228240967
refs_v3,id_12_seed49221804.png,12,True,0.5180141200966689,0.3979750792697712,0.16145166447024695,0.0014648918295279145,0.0023566638119518757,0.1131465648813991,True,True,0.25820082426071167
refs_v3,id_13_seed46342725.png,13,True,0.5124926879009527,0.3536473102189403,0.13272132345068405,0.025340259075164795,0.0006528258381877095,0.10882343768960549,False,False,
refs_v3,id_13_seed47040666.png,13,True,0.49430112992215675,0.40572327917277695,0.17635563694025608,0.0012477391865104437,0.0011231591051910073,0.1138313264388627,False,False,
refs_v3,id_13_seed49039091.png,13,True,0.49912067885199196,0.409023062225899,0.16359802947631516,0.00158534140791744,0.0039747715927660465,0.10248447703543793,False,False,
refs_v3,id_14_seed46786993.png,14,True,0.5055966079150238,0.42488653760171646,0.17786468082677878,0.0009492316166870296,0.007252618437632918,0.11638011725738845,True,True,0.10222479701042175
refs_v3,id_14_seed48785418.png,14,True,0.48670164580727615,0.4266731441382115,0.14645045950333432,0.0018088381038978696,0.0018427875766064972,0.1081629158643849,True,True,0.04509712755680084
refs_v3,id_14_seed49483359.png,14,True,0.46826024193955706,0.3786014782734232,0.2035033798243484,0.000980500946752727,0.00324307510163635,0.07328058436649999,True,True,0.1688033640384674
refs_v3,id_15_seed41945177.png,15,True,0.5118886853398038,0.4405093529553126,0.14288877000933037,0.0010213319910690188,0.0040265502175316215,0.09421706880415474,True,True,0.09801800549030304
refs_v3,id_15_seed47011246.png,15,True,0.49971277140688675,0.3976196879702982,0.19391530983611832,0.0005896287620998919,0.002526761789340526,0.12322012659864544,True,True,0.08574241399765015
refs_v3,id_15_seed49498368.png,15,True,0.5049263742384978,0.3795269772348404,0.16247444125602784,0.0015077415155246854,0.001204479718580842,0.10569302312521654,True,True,0.07365848124027252
refs_v3,id_16_seed47642905.png,16,True,0.49675457223282227,0.42062979021340574,0.14173705613731563,0.0015186656964942813,0.0016049466212280095,0.10032271193372924,True,True,0.13498201966285706
refs_v3,id_16_seed50012608.png,16,True,0.49332419485956747,0.42129231459666305,0.14044973589533927,0.0015074608381837606,0.0022125892573967576,0.09414683124358803,True,True,0.1285581737756729
refs_v3,id_16_seed50089714.png,16,True,0.45788460687243593,0.4054639554996051,0.1481379840016453,0.0016909511759877205,0.00109493950731121,0.09731195425047613,True,True,0.06217984855175018
refs_v3,id_17_seed41964046.png,17,True,0.47344083805296616,0.42683274581844355,0.14702566099912232,0.0011777353938668966,0.005986835923977196,0.0793151604908379,True,True,0.08972227573394775
refs_v3,id_17_seed43962471.png,17,True,0.5069889472514364,0.3837122558252866,0.17194353008362354,0.001210916554555297,0.0008309649565489963,0.08238085965772403,True,True,0.1300867795944214
refs_v3,id_17_seed44660412.png,17,True,0.44909417704910004,0.3410999002461567,0.18715865777192647,0.0036855849903076887,0.021891959011554718,0.030181856425549276,True,True,0.555042564868927
refs_v3,id_18_seed41532765.png,18,True,0.5082265104427193,0.40358335859468836,0.15132222424477162,0.001786261796951294,0.0014325935626402497,0.11443901601062123,True,True,0.1872728019952774
refs_v3,id_18_seed48836399.png,18,True,0.4884632500195933,0.38561310647527647,0.18245605908070697,0.0010888541582971811,0.0028194724582135677,0.11610221945487326,False,True,
refs_v3,id_18_seed49534340.png,18,True,0.4989378510154226,0.43613584100205355,0.16001007958172717,0.00034745244192890823,0.008179238648153841,0.10239996811290006,True,True,0.17685729265213013
refs_v3,id_19_seed45202955.png,19,True,0.504574107066714,0.41710183412265905,0.14646759387082647,0.00365108298137784,0.0010849895916180685,0.06933788067067982,True,False,
refs_v3,id_19_seed47201380.png,19,True,0.5119695008532914,0.46136691280016706,0.1496358480107989,0.0008374524768441916,0.003522993647493422,0.10423340213882856,True,False,
refs_v3,id_19_seed49688502.png,19,True,0.5211393930484965,0.4270995174494505,0.18139878017190436,0.0007390924729406834,0.005046497564762831,0.10362764794709853,False,False,
